time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2004-09-14-02; 2.3423; 4.7901
2004-09-14-03; 2.6404; 5.2002
2004-09-14-04; 2.3662; 4.7391
2004-09-14-05; 2.4624; 4.9242
2004-09-14-06; 2.5011; 4.8048
2004-09-14-07; 2.4773; 4.9356
2004-09-14-08; 2.9854; 5.6337
2004-09-14-09; 3.0605; 5.5467
2004-09-14-10; 3.3045; 5.8992
2004-09-14-11; 3.7480; 6.3005
2004-09-14-12; 3.5552; 5.9558
2004-09-14-13; 4.2520; 6.6380
2004-09-14-14; 4.1796; 6.4123
2004-09-14-15; 4.4983; 6.6108
2004-09-14-16; 5.0082; 7.0410
2004-09-14-17; 5.2112; 7.4808
2004-09-14-18; 5.8346; 7.5773
2004-09-14-19; 5.8137; 7.4445
2004-09-14-20; 6.4741; 8.2422
2004-09-14-21; 7.2377; 8.2750
2004-09-14-22; 7.1691; 8.3429
2004-09-14-23; 8.0147; 8.8637
2004-09-15-00; 8.3778; 9.1454
2004-09-15-01; 7.8156; 8.6741
2004-09-15-02; 8.3669; 9.0158
2004-09-15-03; 7.8297; 8.5412
2004-09-15-04; 8.6877; 9.0956
2004-09-15-05; 8.7944; 9.4070
2004-09-15-06; 8.0279; 8.6497
2004-09-15-07; 8.5714; 9.0358
2004-09-15-08; 8.0543; 8.8002
2004-09-15-09; 7.3320; 8.4111
2004-09-15-10; 6.2233; 8.0445
2004-09-15-11; 5.8371; 7.7574
2004-09-15-12; 5.4083; 7.4031
2004-09-15-13; 5.0951; 7.4637
2004-09-15-14; 5.1977; 7.6785
2004-09-15-15; 4.7138; 7.7359
2004-09-15-16; 4.9528; 8.2554
2004-09-15-18; 4.6417; 8.1621
2004-09-15-19; 4.4317; 7.7154
2004-09-15-20; 4.2995; 7.8992
2004-09-15-21; 4.2517; 7.7197
2004-09-15-22; 4.5739; 8.1017
2004-09-15-23; 4.5698; 8.3081
2004-09-16-00; 4.8079; 8.2378
2004-09-16-01; 4.2996; 8.3717
2004-09-16-02; 4.2892; 8.3626
2004-09-16-03; 3.8083; 8.1938
2004-09-16-04; 3.7668; 8.0443
2004-09-16-05; 3.7081; 8.2707
2004-09-16-06; 3.5063; 8.3614
2004-09-16-07; 3.7175; 8.3969
2004-09-16-08; 3.5975; 8.4985
2004-09-16-09; 3.3055; 8.3578
2004-09-16-10; 3.3908; 8.1367
2004-09-16-11; 3.2110; 8.1463
2004-09-16-12; 2.8986; 7.3825
2004-09-16-13; 2.7249; 7.3845
2004-09-16-14; 2.6616; 7.2015
2004-09-16-15; 2.5617; 7.2180
2004-09-16-16; 2.3345; 6.9893
2004-09-16-17; 2.1257; 6.5837
2004-09-16-18; 2.2067; 6.4938
2004-09-16-19; 1.8635; 6.2409
2004-09-16-20; 1.7256; 5.8598
2004-09-16-21; 1.8040; 6.0679
2004-09-16-22; 1.7434; 6.0506
2004-09-16-23; 1.4419; 5.5561
2004-09-17-00; 1.3272; 5.4125
2004-09-17-01; 1.2749; 5.4714
2004-09-17-02; 1.1147; 5.1347
2004-09-17-03; 1.1644; 5.5153
2004-09-17-04; 1.1930; 5.5383
2004-09-17-05; 1.1699; 5.5226
2004-09-17-06; 1.1761; 5.4711
2004-09-17-07; 1.1332; 5.3426
2004-09-17-08; 1.0212; 5.2495
2004-09-17-09; 1.0548; 5.1879
2004-09-17-10; 0.9380; 5.2112
2004-09-17-11; 0.9488; 5.1250
2004-09-17-12; 0.9503; 4.9635
2004-09-17-13; 0.8927; 5.0284
2004-09-17-14; 0.8911; 4.8964
2004-09-17-15; 0.8222; 4.9089
2004-09-17-16; 0.8325; 4.7971
2004-09-17-17; 0.8807; 4.3620
2004-09-17-18; 0.7887; 4.5282
2004-09-17-19; 0.6631; 4.6313
2004-09-17-20; 0.6865; 5.0025
2004-09-17-21; 0.6496; 5.3356
2004-09-17-22; 0.6372; 5.1878
2004-09-17-23; 0.6216; 5.1677
2004-09-18-00; 0.6094; 5.0644
2004-09-18-01; 0.5771; 4.9358
2004-09-18-02; 0.5888; 4.3437
2004-09-18-03; 0.5775; 4.4437
2004-09-18-04; 0.5174; 4.5775
2004-09-18-05; 0.5400; 4.8544
2004-09-18-06; 0.4918; 4.9585
2004-09-18-07; 0.5255; 5.1485
2004-09-18-08; 0.5188; 5.1503
2004-09-18-09; 0.4780; 5.0905
2004-09-18-10; 0.5168; 4.9444
2004-09-18-11; 0.5340; 4.7541
2004-09-18-12; 0.5270; 4.7398
2004-09-18-13; 0.4796; 4.7146
2004-09-18-14; 0.4657; 4.6122
2004-09-18-15; 0.5063; 4.3928
2004-09-18-16; 0.5297; 4.1730
2004-09-18-17; 0.5826; 3.9706
2004-09-18-18; 0.4331; 3.9589
2004-09-18-19; 0.4024; 4.2686
2004-09-18-20; 0.3398; 3.9499
2004-09-18-21; 0.3421; 4.0309
2004-09-18-22; 0.3165; 3.9207
2004-09-18-23; 0.3056; 3.8484
2004-09-19-00; 0.3444; 3.6950
2004-09-19-01; 0.3178; 3.4115
2004-09-19-02; 0.3897; 3.5453
2004-09-19-03; 0.2963; 4.1802
2004-09-19-04; 0.2528; 4.5703
2004-09-19-05; 0.2591; 4.4047
2004-09-19-06; 0.2402; 4.5634
2004-09-19-07; 0.2402; 4.5391
2004-09-19-08; 0.2300; 4.7802
2004-09-19-09; 0.2076; 4.7490
2004-09-19-10; 0.2330; 4.8587
2004-09-19-11; 0.2330; 4.7228
2004-09-19-12; 0.2579; 4.0453
2004-09-19-13; 0.2500; 4.3796
2004-09-19-14; 0.2719; 4.5072
2004-09-19-15; 0.3225; 3.5128
2004-09-19-16; 0.4221; 3.5335
2004-09-19-17; 0.6626; 3.7457
2004-09-19-18; 0.7695; 3.7660
2004-09-19-19; 0.7589; 3.6078
2004-09-19-20; 0.6594; 3.4119
2004-09-19-21; 0.6135; 3.4858
2004-09-19-22; 0.6306; 3.3683
2004-09-19-23; 0.5778; 3.3542
2004-09-20-00; 0.5205; 3.3599
2004-09-20-01; 0.4494; 3.3616
2004-09-20-02; 0.4556; 3.3120
2004-09-20-04; 0.5005; 3.3039
2004-09-20-05; 0.4941; 3.3368
2004-09-20-06; 0.4805; 3.4044
2004-09-20-07; 0.4924; 3.4194
2004-09-20-08; 0.5833; 3.4278
2004-09-20-09; 0.5729; 3.6308
2004-09-20-10; 0.5820; 3.6260
2004-09-20-11; 0.5659; 3.6424
2004-09-20-12; 0.6361; 3.6162
2004-09-20-13; 0.6296; 3.6357
2004-09-20-14; 0.6524; 3.7488
2004-09-20-15; 0.6984; 3.8138
2004-09-20-16; 0.6328; 3.9640
2004-09-20-17; 0.6733; 4.1198
2004-09-20-18; 0.5902; 3.8905
2004-09-20-19; 0.5736; 4.0323
2004-09-20-20; 0.5790; 3.8940
2004-09-20-21; 0.6880; 3.6412
2004-09-20-22; 0.7902; 3.7641
2004-09-20-23; 0.9013; 4.1753
2004-09-21-00; 1.1067; 4.4489
2004-09-21-01; 1.5500; 4.2775
2004-09-21-02; 1.8905; 4.1898
2004-09-21-03; 1.8473; 5.1381
2004-09-21-04; 1.8635; 5.5753
2004-09-21-05; 2.4786; 4.9455
2004-09-21-06; 2.5471; 5.1331
2004-09-21-07; 2.4089; 4.8232
2004-09-21-08; 2.2243; 4.7615
2004-09-21-09; 2.1622; 4.8199
2004-09-21-10; 1.9801; 4.5419
2004-09-21-11; 1.8233; 5.2723
2004-09-21-12; 1.7672; 5.2897
2004-09-21-13; 1.6802; 5.3132
2004-09-21-14; 1.6383; 5.4883
2004-09-21-15; 1.5950; 5.5712
2004-09-21-16; 1.5231; 5.5962
2004-09-21-17; 1.5245; 5.5691
2004-09-21-18; 1.4774; 5.2998
2004-09-21-19; 1.4896; 5.6070
2004-09-21-20; 1.4380; 5.6297
2004-09-21-21; 1.5390; 5.9084
2004-09-21-22; 1.7649; 6.1702
2004-09-21-23; 1.7479; 6.2900
2004-09-22-00; 2.0362; 6.7634
2004-09-22-01; 2.2617; 6.7159
2004-09-22-02; 2.0360; 6.3958
2004-09-22-03; 1.9950; 5.6977
2004-09-22-04; 2.0752; 4.8092
2004-09-22-05; 2.3949; 5.1660
2004-09-22-06; 2.2027; 5.1591
2004-09-22-07; 1.9310; 5.0270
2004-09-22-08; 2.0694; 5.8053
2004-09-22-09; 1.9766; 5.3711
2004-09-22-10; 2.1060; 5.3920
2004-09-22-11; 2.1072; 5.6327
2004-09-22-12; 2.0464; 5.7541
2004-09-22-13; 1.8725; 5.5459
2004-09-22-14; 2.1060; 5.8050
2004-09-22-15; 2.2629; 6.1306
2004-09-22-16; 2.2860; 6.2529
2004-09-22-17; 2.4426; 6.6757
2004-09-22-18; 2.2687; 6.6423
2004-09-22-19; 2.4109; 6.8290
2004-09-22-20; 2.4797; 6.9964
2004-09-22-21; 2.7652; 7.2558
2004-09-22-22; 2.5922; 7.0401
2004-09-22-23; 2.4312; 7.1090
2004-09-23-00; 2.5183; 7.6362
2004-09-23-01; 2.0764; 7.1151
2004-09-23-02; 2.1755; 7.5375
2004-09-23-03; 1.9655; 7.4724
2004-09-23-04; 1.8551; 7.3423
2004-09-23-05; 1.8587; 7.0675
2004-09-23-06; 1.7796; 7.1647
2004-09-23-07; 1.8218; 7.1812
2004-09-23-08; 1.6470; 6.6344
2004-09-23-09; 1.5087; 6.3125
2004-09-23-10; 1.5641; 6.7566
2004-09-23-11; 1.4835; 6.4319
2004-09-23-12; 1.5713; 6.5520
2004-09-23-13; 1.5483; 6.4054
2004-09-23-14; 1.4460; 6.3523
2004-09-23-15; 1.5313; 6.5489
2004-09-23-16; 1.4682; 6.5632
2004-09-23-17; 1.5806; 6.4597
2004-09-23-18; 1.4508; 5.7978
2004-09-23-19; 1.4540; 6.1824
2004-09-23-20; 1.3915; 6.1264
2004-09-23-21; 1.3732; 6.0740
2004-09-23-22; 1.3267; 5.7139
2004-09-23-23; 1.2555; 5.4694
2004-09-24-00; 1.1938; 5.2065
2004-09-24-01; 1.3587; 4.3973
2004-09-24-02; 1.3830; 4.0355
2004-09-24-03; 1.3775; 4.0900
2004-09-24-04; 1.4836; 4.1904
2004-09-24-05; 1.3580; 4.2496
2004-09-24-06; 1.3894; 3.7511
2004-09-24-07; 1.3284; 3.9617
2004-09-24-08; 1.3142; 4.1514
2004-09-24-09; 1.2815; 4.2392
2004-09-24-10; 1.3595; 4.5249
2004-09-24-11; 1.4074; 4.5684
2004-09-24-12; 1.3922; 4.3271
2004-09-24-13; 1.3799; 4.1599
2004-09-24-14; 1.3660; 4.1346
2004-09-24-15; 1.2995; 4.1365
2004-09-24-16; 1.3541; 4.2293
2004-09-24-17; 1.2950; 4.1665
2004-09-24-18; 1.2634; 3.9253
2004-09-24-19; 1.2849; 3.7308
2004-09-24-20; 1.2041; 3.8459
2004-09-24-21; 1.1348; 4.0402
2004-09-24-22; 1.0434; 3.8149
2004-09-24-23; 1.0318; 3.7250
2004-09-25-00; 1.0748; 3.7392
2004-09-25-01; 1.0306; 3.7967
2004-09-25-02; 1.1453; 3.6406
2004-09-25-03; 1.1577; 3.6416
2004-09-25-04; 1.1780; 3.6656
2004-09-25-05; 1.1780; 3.7229
2004-09-25-06; 1.2165; 3.8179
2004-09-25-07; 1.1890; 3.7100
2004-09-25-08; 1.1817; 3.7305
2004-09-25-09; 1.1359; 3.7475
2004-09-25-10; 1.0940; 3.8060
2004-09-25-11; 1.0987; 3.7984
2004-09-25-12; 1.0669; 3.7896
2004-09-25-13; 1.0419; 3.7548
2004-09-25-14; 1.0163; 3.8687
2004-09-25-15; 1.0764; 3.8924
2004-09-25-16; 1.0534; 4.0806
2004-09-25-17; 1.1134; 4.3794
2004-09-25-18; 1.0668; 4.2970
2004-09-25-19; 1.0575; 4.1172
2004-09-25-20; 1.0265; 4.1246
2004-09-25-21; 1.0466; 4.3043
2004-09-25-22; 0.9899; 3.9787
2004-09-25-23; 1.0296; 4.0315
2004-09-26-00; 1.0244; 4.0287
2004-09-26-01; 1.0604; 4.1253
2004-09-26-02; 1.0886; 4.1679
2004-09-26-03; 1.1610; 4.2330
2004-09-26-04; 1.3340; 4.3556
2004-09-26-05; 1.3421; 4.4261
2004-09-26-06; 1.4107; 4.5175
2004-09-26-07; 1.5491; 4.6654
2004-09-26-08; 1.5281; 4.6864
2004-09-26-09; 1.4683; 4.6424
2004-09-26-10; 1.4781; 4.7423
2004-09-26-11; 1.4951; 4.7824
2004-09-26-12; 1.4381; 4.7950
2004-09-26-13; 1.4288; 4.8043
2004-09-26-14; 1.4927; 4.8776
2004-09-26-15; 1.5370; 4.8869
2004-09-26-16; 1.3526; 4.7479
2004-09-26-17; 1.2978; 4.6208
2004-09-26-18; 1.3475; 4.7055
2004-09-26-19; 1.3008; 4.7049
2004-09-26-20; 1.2343; 4.7516
2004-09-26-21; 1.2079; 5.1201
2004-09-26-22; 1.2161; 5.2274
2004-09-26-23; 1.3160; 5.3491
2004-09-27-00; 1.3916; 5.6138
2004-09-27-01; 1.4358; 5.4230
2004-09-27-02; 1.4444; 5.6980
2004-09-27-03; 1.7458; 6.2151
2004-09-27-04; 1.6660; 6.2183
2004-09-27-05; 1.7702; 6.2698
2004-09-27-07; 1.7741; 6.0168
2004-09-27-08; 1.6469; 5.7677
2004-09-27-09; 1.6623; 5.8148
2004-09-27-10; 1.6509; 5.7147
2004-09-27-11; 1.6908; 5.9821
2004-09-27-12; 1.5373; 5.6893
2004-09-27-13; 1.4558; 5.6757
2004-09-27-14; 1.4270; 5.7838
2004-09-27-15; 1.2872; 5.7362
2004-09-27-16; 1.4573; 5.9891
2004-09-27-17; 1.3526; 5.5331
2004-09-27-18; 1.4087; 5.8333
2004-09-27-19; 1.3096; 5.8663
2004-09-27-20; 1.2131; 6.0775
2004-09-27-21; 1.2208; 6.0754
2004-09-27-22; 1.1950; 6.1184
2004-09-27-23; 1.2148; 6.3172
2004-09-28-00; 0.9634; 5.9759
2004-09-28-01; 0.8695; 5.4050
2004-09-28-02; 0.8413; 5.4157
2004-09-28-03; 0.8724; 5.7422
2004-09-28-04; 0.8581; 6.0945
2004-09-28-05; 0.8241; 6.1575
2004-09-28-06; 0.8331; 6.1202
2004-09-28-07; 0.8293; 5.8974
2004-09-28-08; 0.8455; 5.8908
2004-09-28-09; 0.7629; 5.6994
2004-09-28-10; 0.6817; 5.3762
2004-09-28-11; 0.6344; 5.2750
2004-09-28-12; 0.5415; 5.1857
2004-09-28-13; 0.5595; 5.2364
2004-09-28-14; 0.5717; 5.2795
2004-09-28-15; 0.4618; 5.0287
2004-09-28-16; 0.4871; 4.1275
2004-09-28-17; 0.5120; 3.6928
2004-09-28-18; 0.3923; 4.3924
2004-09-28-19; 0.4912; 6.3181
2004-09-28-21; 0.3525; 4.9095
2004-09-28-22; 0.3277; 4.8422
2004-09-28-23; 0.3392; 4.5941
2004-09-29-00; 0.3203; 4.1920
2004-09-29-01; 0.3626; 3.8505
2004-09-29-02; 0.3692; 3.5450
2004-09-29-03; 0.3735; 3.7413
2004-09-29-04; 0.3209; 4.0671
2004-09-29-05; 0.3277; 4.4350
2004-09-29-06; 0.2990; 4.5699
2004-09-29-07; 0.2626; 4.6675
2004-09-29-08; 0.2915; 4.4538
2004-09-29-09; 0.2656; 4.3541
2004-09-29-10; 0.2656; 4.4025
2004-09-29-11; 0.2831; 4.3392
2004-09-29-12; 0.2656; 4.2983
2004-09-29-13; 0.2300; 4.4834
2004-09-29-14; 0.2402; 3.9269
2004-09-29-15; 0.2343; 3.7930
2004-09-29-16; 0.2265; 4.4850
2004-09-29-17; 0.2500; 4.1760
2004-09-29-18; 0.4452; 3.4227
2004-09-29-19; 0.2859; 3.6619
2004-09-29-20; 0.2193; 4.5761
2004-09-29-21; 0.2540; 4.3901
2004-09-29-22; 0.2595; 4.5755
2004-09-29-23; 0.2686; 4.6464
2004-09-30-00; 0.2901; 4.9655
2004-09-30-01; 0.3604; 3.7673
2004-09-30-02; 0.4024; 3.4688
2004-09-30-03; 0.3564; 3.9997
2004-09-30-04; 0.3114; 4.3848
2004-09-30-05; 0.2656; 4.5538
2004-09-30-06; 0.2564; 4.6388
2004-09-30-07; 0.2969; 4.7288
2004-09-30-08; 0.3326; 4.6644
2004-09-30-09; 0.3253; 4.8269
2004-09-30-10; 0.3350; 4.8269
2004-09-30-11; 0.3203; 4.8247
2004-09-30-12; 0.3277; 4.6585
2004-09-30-13; 0.3253; 4.9525
2004-09-30-14; 0.3127; 4.8325
2004-09-30-17; 0.4784; 3.2861
2004-09-30-18; 0.2716; 3.5459
2004-09-30-19; 0.2500; 3.8238
2004-09-30-20; 0.2436; 4.0199
2004-09-30-21; 0.2229; 3.6146
2004-09-30-22; 0.2460; 3.8674
2004-09-30-23; 0.2532; 3.7421
2004-10-01-00; 0.2532; 3.6674
2004-10-01-01; 0.2564; 3.2386
2004-10-01-02; 0.3559; 3.1999
2004-10-01-03; 0.3662; 3.5668
2004-10-01-04; 0.3124; 3.3297
2004-10-01-05; 0.3234; 3.1094
2004-10-01-06; 0.3200; 3.3746
2004-10-01-07; 0.2859; 3.2625
2004-10-01-08; 0.2894; 3.2392
2004-10-01-09; 0.3105; 3.2739
2004-10-01-10; 0.3284; 3.2655
2004-10-01-11; 0.3284; 3.2359
2004-10-01-12; 0.3670; 3.2357
2004-10-01-13; 0.3496; 3.3406
2004-10-01-14; 0.3702; 3.2318
2004-10-01-15; 0.4009; 3.2446
2004-10-01-16; 0.4532; 3.1391
2004-10-01-17; 0.5333; 3.1630
2004-10-01-18; 0.4209; 3.2385
2004-10-01-19; 0.3943; 3.3126
2004-10-01-20; 0.3468; 3.1779
2004-10-01-21; 0.3719; 3.2264
2004-10-01-22; 0.3473; 3.2756
2004-10-01-23; 0.3421; 3.1708
2004-10-02-00; 0.3216; 3.3193
2004-10-02-01; 0.3253; 3.3637
2004-10-02-02; 0.4317; 3.2344
2004-10-02-03; 0.4349; 3.3698
2004-10-02-04; 0.4368; 3.3771
2004-10-02-05; 0.4521; 3.2092
2004-10-02-06; 0.5559; 3.4133
2004-10-02-07; 0.5989; 3.5748
2004-10-02-08; 0.6873; 3.5351
2004-10-02-09; 0.6348; 3.6001
2004-10-02-10; 0.6594; 3.5960
2004-10-02-11; 0.6754; 3.6477
2004-10-02-12; 0.7555; 3.7604
2004-10-02-13; 0.7642; 3.8121
2004-10-02-14; 0.7464; 3.8553
2004-10-02-15; 0.7864; 3.8719
2004-10-02-16; 0.8732; 3.8245
2004-10-02-17; 0.8674; 3.6724
2004-10-02-18; 0.9473; 3.8356
2004-10-02-19; 0.8754; 3.9664
2004-10-02-20; 0.9104; 4.1783
2004-10-02-21; 0.8973; 4.1594
2004-10-02-22; 0.8697; 4.1999
2004-10-02-23; 0.9313; 4.1675
2004-10-03-00; 0.9871; 4.2010
2004-10-03-01; 1.0883; 4.1949
2004-10-03-02; 1.1418; 4.5035
2004-10-03-03; 1.1031; 4.3111
2004-10-03-04; 1.1597; 4.4387
2004-10-03-05; 1.1638; 4.4689
2004-10-03-06; 1.2385; 4.5882
2004-10-03-07; 1.1975; 4.5666
2004-10-03-08; 1.2559; 4.5382
2004-10-03-09; 1.2243; 4.5502
2004-10-03-10; 1.2768; 4.5911
2004-10-03-11; 1.2504; 4.6430
2004-10-03-12; 1.1906; 4.6292
2004-10-03-13; 1.2064; 4.5796
2004-10-03-14; 1.2618; 4.6947
2004-10-03-15; 1.2327; 4.6494
2004-10-03-16; 1.2060; 4.5611
2004-10-03-17; 1.2944; 4.4503
2004-10-03-18; 1.1720; 4.4838
2004-10-03-19; 1.1121; 4.6805
2004-10-03-20; 1.2766; 4.9296
2004-10-03-21; 1.2682; 4.8049
2004-10-03-22; 1.3287; 5.0175
2004-10-03-23; 1.3216; 4.7794
2004-10-04-00; 1.3187; 4.8606
2004-10-04-01; 1.4254; 4.8562
2004-10-04-02; 1.2846; 4.6442
2004-10-04-03; 1.3899; 4.8916
2004-10-04-04; 1.3558; 4.8245
2004-10-04-05; 1.2670; 4.7610
2004-10-04-06; 1.2944; 4.7399
2004-10-04-07; 1.2968; 4.7946
2004-10-04-08; 1.2320; 4.7502
2004-10-04-09; 1.1588; 4.7240
2004-10-04-10; 1.0907; 4.6343
2004-10-04-11; 1.1811; 4.8347
2004-10-04-12; 1.0145; 4.5420
2004-10-04-13; 0.9849; 4.4746
2004-10-04-14; 1.0440; 4.5700
2004-10-04-15; 0.9842; 4.3170
2004-10-04-16; 1.0697; 4.3808
2004-10-04-17; 1.0790; 4.2424
2004-10-04-18; 1.1155; 4.1702
2004-10-04-19; 1.0495; 4.0222
2004-10-04-20; 1.1114; 4.2546
2004-10-04-21; 0.9676; 4.0385
2004-10-04-22; 0.9311; 3.9957
2004-10-04-23; 1.0863; 4.1637
2004-10-05-00; 1.0345; 4.3187
2004-10-05-01; 1.0605; 4.4419
2004-10-05-02; 1.0594; 4.4373
2004-10-05-03; 1.0611; 4.5834
2004-10-05-04; 1.0982; 4.4157
2004-10-05-05; 1.1145; 4.5713
2004-10-05-06; 1.0093; 4.4808
2004-10-05-07; 1.0792; 4.4339
2004-10-05-08; 1.0960; 4.5614
2004-10-05-09; 1.0563; 4.4329
2004-10-05-10; 1.1624; 4.4485
2004-10-05-11; 1.1254; 4.4519
2004-10-05-12; 1.1740; 4.5278
2004-10-05-13; 1.1474; 4.4426
2004-10-05-14; 1.1927; 4.5318
2004-10-05-15; 1.2972; 4.5303
2004-10-05-16; 1.3186; 4.5189
2004-10-05-17; 1.1995; 4.4644
2004-10-05-18; 1.2909; 4.4464
2004-10-05-19; 1.2855; 4.4012
2004-10-05-20; 1.1493; 4.1537
2004-10-05-21; 1.2328; 4.3040
2004-10-05-22; 1.1940; 4.3071
2004-10-05-23; 1.1468; 4.4050
2004-10-06-00; 1.1213; 4.4883
2004-10-06-01; 1.0716; 4.3778
2004-10-06-02; 1.2191; 4.6064
2004-10-06-03; 1.1671; 4.6119
2004-10-06-04; 1.2204; 4.7365
2004-10-06-05; 1.2338; 4.6210
2004-10-06-06; 1.2307; 4.6498
2004-10-06-07; 1.2685; 4.6737
2004-10-06-08; 1.2647; 4.5877
2004-10-06-09; 1.4135; 4.6029
2004-10-06-10; 1.2844; 4.5772
2004-10-06-11; 1.3059; 4.5096
2004-10-06-12; 1.2586; 4.3844
2004-10-06-13; 1.3231; 4.4783
2004-10-06-14; 1.3805; 4.6439
2004-10-06-15; 1.4683; 4.4805
2004-10-06-16; 1.4402; 4.6554
2004-10-06-17; 1.4902; 4.4988
2004-10-06-18; 1.4752; 4.5997
2004-10-06-19; 1.6429; 4.5658
2004-10-06-20; 1.6339; 4.7591
2004-10-06-21; 1.5086; 4.7075
2004-10-06-22; 1.6336; 4.7993
2004-10-06-23; 1.5423; 4.8028
2004-10-07-00; 1.5788; 4.8587
2004-10-07-01; 1.3959; 4.6375
2004-10-07-02; 1.4045; 4.8730
2004-10-07-03; 1.4299; 4.8574
2004-10-07-04; 1.6569; 5.0228
2004-10-07-05; 1.6534; 4.8539
2004-10-07-06; 1.7798; 5.0121
2004-10-07-07; 1.8175; 5.1705
2004-10-07-08; 1.8709; 5.0884
2004-10-07-09; 1.9654; 5.1649
2004-10-07-10; 2.0640; 5.2046
2004-10-07-11; 2.1814; 5.4747
2004-10-07-12; 2.1534; 5.3395
2004-10-07-13; 2.0660; 5.3119
2004-10-07-14; 2.2417; 5.3670
2004-10-07-15; 2.2495; 5.3912
2004-10-07-16; 2.2434; 5.5180
2004-10-07-17; 2.0417; 5.2874
2004-10-07-18; 2.0158; 5.2382
2004-10-07-19; 1.9760; 5.2156
2004-10-07-20; 1.9979; 5.1494
2004-10-07-21; 2.0817; 5.5397
2004-10-07-22; 2.0181; 5.3722
2004-10-07-23; 2.1101; 5.5079
2004-10-08-00; 2.2097; 5.6435
2004-10-08-01; 2.0018; 5.4641
2004-10-08-02; 2.3020; 5.7454
2004-10-08-03; 2.4586; 5.9417
2004-10-08-04; 2.2733; 5.6772
2004-10-08-05; 2.5607; 5.8946
2004-10-08-06; 2.4332; 5.9086
2004-10-08-07; 2.5728; 5.9296
2004-10-08-08; 2.4266; 5.6168
2004-10-08-09; 2.7504; 6.0315
2004-10-08-10; 2.8869; 6.0161
2004-10-08-11; 2.5821; 5.6981
2004-10-08-12; 2.8862; 6.0819
2004-10-08-13; 2.8356; 6.1505
2004-10-08-14; 2.8325; 5.9148
2004-10-08-15; 2.8898; 6.1267
2004-10-08-16; 2.5198; 5.7225
2004-10-08-17; 2.7393; 6.1599
2004-10-08-18; 2.6747; 5.8927
2004-10-08-19; 2.4330; 5.8266
2004-10-08-20; 2.5845; 6.0022
2004-10-08-21; 2.5047; 6.0457
2004-10-08-22; 2.4311; 6.0027
2004-10-08-23; 2.7811; 6.4104
2004-10-09-00; 2.4399; 6.1234
2004-10-09-01; 2.6988; 6.1933
2004-10-09-02; 2.4352; 6.0970
2004-10-09-03; 2.5853; 6.2420
2004-10-09-04; 2.6310; 6.2594
2004-10-09-05; 2.4456; 6.1821
2004-10-09-06; 2.4292; 6.0421
2004-10-09-07; 2.4680; 5.8125
2004-10-09-08; 2.4828; 5.8271
2004-10-09-09; 2.4470; 5.8114
2004-10-09-10; 2.3370; 5.8787
2004-10-09-11; 2.2004; 5.5259
2004-10-09-12; 2.2199; 5.5370
2004-10-09-13; 2.4346; 5.6959
2004-10-09-14; 2.3818; 5.5680
2004-10-09-15; 2.4086; 5.4232
2004-10-09-16; 2.3471; 5.3580
2004-10-09-17; 2.6517; 5.5810
2004-10-09-18; 2.6592; 5.5940
2004-10-09-20; 2.3801; 5.4396
2004-10-09-21; 2.7297; 5.5734
2004-10-09-22; 2.3680; 5.4623
2004-10-09-23; 2.3696; 5.3496
2004-10-10-00; 2.2481; 5.2872
2004-10-10-01; 2.4645; 5.4125
2004-10-10-02; 2.3093; 5.2595
2004-10-10-03; 2.3669; 5.3843
2004-10-10-04; 2.1641; 5.3873
2004-10-10-05; 1.9565; 5.1985
2004-10-10-06; 2.0980; 5.1866
2004-10-10-07; 2.0894; 5.3483
2004-10-10-08; 1.9373; 5.2059
2004-10-10-09; 1.9066; 5.1501
2004-10-10-10; 2.1929; 5.5597
2004-10-10-11; 1.8659; 5.3827
2004-10-10-12; 2.0492; 5.4880
2004-10-10-13; 1.9051; 5.3747
2004-10-10-14; 1.8694; 5.2944
2004-10-10-15; 1.8987; 5.4044
2004-10-10-16; 1.7608; 5.2220
2004-10-10-17; 1.7680; 5.3616
2004-10-10-18; 1.7282; 5.3939
2004-10-10-19; 1.5347; 5.1548
2004-10-10-20; 1.6526; 5.1535
2004-10-10-21; 1.6441; 4.9692
2004-10-10-22; 1.4972; 4.9486
2004-10-10-23; 1.5248; 4.8994
2004-10-11-00; 1.5567; 5.1454
2004-10-11-01; 1.4927; 5.1445
2004-10-11-02; 1.5422; 5.4335
2004-10-11-03; 1.4451; 5.3433
2004-10-11-04; 1.6391; 5.5437
2004-10-11-05; 1.6919; 5.7350
2004-10-11-06; 1.5182; 5.5203
2004-10-11-07; 1.5450; 5.5303
2004-10-11-08; 1.4060; 5.4622
2004-10-11-09; 1.3544; 5.4343
2004-10-11-10; 1.4481; 5.4413
2004-10-11-11; 1.3514; 5.3457
2004-10-11-12; 1.4983; 5.4754
2004-10-11-13; 1.5036; 5.4685
2004-10-11-14; 1.3049; 5.2251
2004-10-11-15; 1.2169; 5.1936
2004-10-11-16; 1.2900; 5.3303
2004-10-11-17; 1.3351; 5.2762
2004-10-11-18; 1.3197; 5.1549
2004-10-11-19; 1.2211; 5.0107
2004-10-11-20; 1.2469; 5.0392
2004-10-11-21; 1.2419; 5.0483
2004-10-11-22; 1.2075; 4.9326
2004-10-11-23; 1.1915; 4.7250
2004-10-12-00; 1.1120; 4.5578
