time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2013-09-27-17; 1.2119; 5.5467
2013-09-27-18; 1.1577; 5.4003
2013-09-27-19; 1.2899; 5.4574
2013-09-27-20; 1.2790; 4.8876
2013-09-27-21; 1.3162; 5.0522
2013-09-27-22; 1.2878; 4.9992
2013-09-27-23; 1.4065; 4.9395
2013-09-28-00; 1.4478; 5.1397
2013-09-28-01; 1.4016; 4.9784
2013-09-28-02; 1.5511; 5.1510
2013-09-28-03; 1.5917; 5.2900
2013-09-28-04; 1.5792; 5.3082
2013-09-28-05; 1.5285; 5.4680
2013-09-28-06; 1.6517; 5.8000
2013-09-28-07; 1.7221; 5.7782
2013-09-28-08; 1.8673; 5.9857
2013-09-28-09; 1.9963; 6.1804
2013-09-28-10; 2.0207; 6.3271
2013-09-28-11; 2.0553; 6.2460
2013-09-28-12; 2.0015; 6.1360
2013-09-28-13; 1.9241; 5.9028
2013-09-28-14; 1.9933; 5.9215
2013-09-28-15; 2.0328; 5.9421
2013-09-28-16; 2.2922; 6.4081
2013-09-28-17; 2.2753; 6.3505
2013-09-28-18; 2.3993; 6.4385
2013-09-28-19; 2.1052; 6.2006
2013-09-28-20; 2.1924; 6.5461
2013-09-28-21; 2.2425; 6.4339
2013-09-28-22; 2.0700; 6.2852
2013-09-28-23; 1.9486; 5.8801
2013-09-29-00; 2.1667; 6.2409
2013-09-29-01; 1.9983; 5.9908
2013-09-29-02; 1.8975; 5.9579
2013-09-29-03; 1.9106; 6.0623
2013-09-29-04; 1.8662; 6.1414
2013-09-29-05; 1.8656; 6.3408
2013-09-29-06; 1.8453; 6.4515
2013-09-29-07; 1.6245; 6.1807
2013-09-29-08; 1.7592; 6.5289
2013-09-29-09; 1.6103; 6.4205
2013-09-29-10; 1.5556; 6.3017
2013-09-29-11; 1.6105; 6.7160
2013-09-29-12; 1.4464; 6.3420
2013-09-29-13; 1.5393; 6.6180
2013-09-29-14; 1.4699; 6.6656
2013-09-29-15; 1.4447; 6.8117
2013-09-29-16; 1.5415; 7.1798
2013-09-29-17; 1.5117; 7.1560
2013-09-29-18; 1.5209; 7.1149
2013-09-29-19; 1.5909; 7.3051
2013-09-29-20; 1.5730; 7.3895
2013-09-29-21; 1.4088; 6.8479
2013-09-29-22; 1.3706; 6.7389
2013-09-29-23; 1.4303; 6.2943
2013-09-30-00; 1.3077; 5.9746
2013-09-30-01; 1.3609; 6.2271
2013-09-30-02; 1.2678; 5.7767
2013-09-30-03; 1.3113; 5.9060
2013-09-30-04; 1.3498; 5.8811
2013-09-30-05; 1.3122; 6.0250
2013-09-30-06; 1.4127; 6.3137
2013-09-30-07; 1.2950; 6.0438
2013-09-30-08; 1.3215; 6.3573
2013-09-30-09; 1.1276; 6.1502
2013-09-30-10; 1.3076; 6.3118
2013-09-30-11; 1.2745; 6.3756
2013-09-30-12; 1.2790; 6.5073
2013-09-30-13; 1.2914; 6.4739
2013-09-30-14; 1.2678; 6.4420
2013-09-30-15; 1.2532; 6.3615
2013-09-30-16; 1.2634; 6.5673
2013-09-30-17; 1.2225; 6.4683
2013-09-30-18; 1.1289; 6.3195
2013-09-30-19; 1.0985; 6.4037
2013-09-30-20; 1.1003; 6.4262
2013-09-30-21; 0.9146; 6.0885
2013-09-30-22; 0.8794; 5.6853
2013-09-30-23; 0.9361; 5.0485
2013-10-01-00; 0.9269; 4.9385
2013-10-01-01; 1.0335; 5.1065
2013-10-01-02; 1.0770; 4.9990
2013-10-01-03; 1.1663; 5.4374
2013-10-01-04; 1.1097; 5.6127
2013-10-01-05; 1.0500; 5.2880
2013-10-01-06; 1.1198; 5.7796
2013-10-01-07; 1.0876; 5.8860
2013-10-01-08; 1.0750; 6.1596
2013-10-01-09; 0.9196; 5.9779
2013-10-01-10; 0.9761; 6.1841
2013-10-01-11; 0.8816; 5.8679
2013-10-01-12; 0.8250; 6.1533
2013-10-01-13; 0.8555; 6.3078
2013-10-01-14; 0.8160; 6.2089
2013-10-01-15; 0.8079; 6.1430
2013-10-01-16; 0.8419; 6.2204
2013-10-01-17; 0.8714; 6.2255
2013-10-01-18; 0.8819; 6.1412
2013-10-01-19; 0.8308; 5.8419
2013-10-01-20; 0.9241; 5.4776
2013-10-01-21; 0.9023; 4.8494
2013-10-01-22; 0.8411; 4.6030
2013-10-01-23; 0.9047; 5.0310
2013-10-02-00; 0.8914; 4.9844
2013-10-02-01; 0.8603; 5.0170
2013-10-02-02; 0.8694; 5.3647
2013-10-02-03; 0.9464; 5.4295
2013-10-02-04; 0.8752; 5.3487
2013-10-02-05; 0.8803; 5.4242
2013-10-02-06; 0.9959; 5.7635
2013-10-02-07; 0.9542; 5.7863
2013-10-02-08; 0.9229; 5.7692
2013-10-02-09; 0.8089; 5.3804
2013-10-02-10; 0.8655; 5.6967
2013-10-02-11; 0.8652; 5.9539
2013-10-02-12; 0.9084; 6.2689
2013-10-02-13; 0.8268; 5.8320
2013-10-02-14; 0.8111; 5.5974
2013-10-02-15; 0.7936; 5.4792
2013-10-02-16; 0.8194; 5.6598
2013-10-02-17; 0.7858; 5.2730
2013-10-02-18; 0.8760; 5.6792
2013-10-02-19; 0.8864; 5.6275
2013-10-02-20; 0.9137; 5.4411
2013-10-02-21; 0.8778; 5.3486
2013-10-02-22; 0.8989; 5.5172
2013-10-02-23; 0.8363; 5.3832
2013-10-03-01; 0.8593; 5.4903
2013-10-03-02; 0.8074; 5.3915
2013-10-03-03; 0.7776; 5.1100
2013-10-03-04; 0.7190; 5.1629
2013-10-03-05; 0.7113; 5.1442
2013-10-03-06; 0.7034; 5.1407
2013-10-03-07; 0.7586; 5.3843
2013-10-03-08; 0.7477; 5.6961
2013-10-03-09; 0.7732; 5.7662
2013-10-03-10; 0.7346; 5.5755
2013-10-03-11; 0.7197; 5.4636
2013-10-03-12; 0.7873; 5.3489
2013-10-03-13; 0.7881; 5.3422
2013-10-03-14; 0.8244; 4.9861
2013-10-03-15; 0.7846; 4.9388
2013-10-03-16; 0.8033; 5.0815
2013-10-03-17; 0.8263; 5.0375
2013-10-03-18; 0.7807; 4.9457
2013-10-03-19; 0.7129; 5.0981
2013-10-03-20; 0.7017; 4.9649
2013-10-03-21; 0.6445; 5.0831
2013-10-03-22; 0.6410; 5.1436
2013-10-03-23; 0.6719; 5.7570
2013-10-04-00; 0.6550; 5.6342
2013-10-04-01; 0.6370; 5.6585
2013-10-04-02; 0.5956; 5.4859
2013-10-04-03; 0.6459; 5.6044
2013-10-04-04; 0.5871; 5.6912
2013-10-04-05; 0.6076; 5.6690
2013-10-04-06; 0.6336; 5.6860
2013-10-04-07; 0.5485; 5.3396
2013-10-04-08; 0.5595; 5.0835
2013-10-04-09; 0.5499; 5.1882
2013-10-04-10; 0.5572; 5.4702
2013-10-04-11; 0.5222; 5.5289
2013-10-04-12; 0.5151; 5.5375
2013-10-04-13; 0.5404; 5.6426
2013-10-04-14; 0.5029; 5.4228
2013-10-04-15; 0.5180; 5.5772
2013-10-04-16; 0.5182; 5.7592
2013-10-04-17; 0.5021; 5.6881
2013-10-04-18; 0.4539; 5.6354
2013-10-04-19; 0.4602; 5.4018
2013-10-04-20; 0.4561; 5.0538
2013-10-04-21; 0.4127; 5.5667
2013-10-04-22; 0.4029; 5.1789
2013-10-04-23; 0.3841; 5.9773
2013-10-05-00; 0.4187; 5.4936
2013-10-05-01; 0.3913; 4.7675
2013-10-05-02; 0.4388; 4.7501
2013-10-05-03; 0.4477; 4.3555
2013-10-05-04; 0.4659; 4.2443
2013-10-05-05; 0.5157; 3.5542
2013-10-05-06; 0.5184; 3.6548
2013-10-05-07; 0.4733; 4.4038
2013-10-05-08; 0.5299; 4.0638
2013-10-05-09; 0.5722; 4.0878
2013-10-05-10; 0.5503; 4.1387
2013-10-05-11; 0.5387; 4.1418
2013-10-05-12; 0.5061; 4.0238
2013-10-05-13; 0.5708; 4.0016
2013-10-05-14; 0.5680; 3.8786
2013-10-05-15; 0.5609; 3.7538
2013-10-05-16; 0.5188; 3.9114
2013-10-05-17; 0.5749; 3.8627
2013-10-05-18; 0.5736; 3.7396
2013-10-05-19; 0.6483; 3.8131
2013-10-05-20; 0.7050; 3.7787
2013-10-05-21; 0.8340; 3.7910
2013-10-05-22; 0.7980; 3.9271
2013-10-05-23; 0.7576; 4.0598
2013-10-06-00; 0.6849; 4.1826
2013-10-06-01; 0.6190; 4.2516
2013-10-06-02; 0.6206; 3.9885
2013-10-06-03; 0.6484; 3.8605
2013-10-06-04; 0.6973; 3.9609
2013-10-06-05; 0.6918; 4.0130
2013-10-06-06; 0.7089; 3.8498
2013-10-06-07; 0.7896; 3.8714
2013-10-06-08; 0.7547; 3.9807
2013-10-06-09; 0.7232; 3.9194
2013-10-06-10; 0.7043; 4.1360
2013-10-06-11; 0.6905; 4.1516
2013-10-06-12; 0.6709; 4.1071
2013-10-06-13; 0.6678; 4.2847
2013-10-06-14; 0.6377; 4.3943
2013-10-06-15; 0.6536; 4.5215
2013-10-06-16; 0.6353; 4.6304
2013-10-06-17; 0.6348; 4.5471
2013-10-06-18; 0.6277; 4.7497
2013-10-06-19; 0.6242; 4.6145
2013-10-06-20; 0.6820; 4.6589
2013-10-06-21; 0.6915; 4.4227
2013-10-06-22; 0.6406; 4.5050
2013-10-06-23; 0.7190; 4.5633
2013-10-07-00; 0.7115; 4.4563
2013-10-07-01; 0.7681; 4.4853
2013-10-07-02; 0.7013; 4.3959
2013-10-07-03; 0.7610; 4.6786
2013-10-07-04; 0.7606; 4.7208
2013-10-07-05; 0.8626; 4.8149
2013-10-07-06; 0.7990; 4.7026
2013-10-07-07; 0.8100; 4.6173
2013-10-07-08; 0.8192; 4.3726
2013-10-07-09; 0.9042; 4.4858
2013-10-07-10; 0.9959; 4.3007
2013-10-07-11; 1.1073; 4.2153
2013-10-07-12; 1.0701; 4.3110
2013-10-07-13; 1.2135; 4.5047
2013-10-07-14; 1.1940; 4.6888
2013-10-07-15; 1.1164; 4.7646
2013-10-07-16; 1.0562; 4.8041
2013-10-07-17; 0.9335; 4.7768
2013-10-07-18; 0.8273; 4.6030
2013-10-07-19; 0.7856; 4.6286
2013-10-07-20; 0.8069; 4.3188
2013-10-07-21; 0.8890; 4.2934
2013-10-07-22; 0.6945; 4.2899
2013-10-07-23; 0.7467; 4.2167
2013-10-08-00; 0.8748; 4.0381
2013-10-08-01; 0.8630; 3.9555
2013-10-08-02; 0.9492; 3.7669
2013-10-08-03; 0.9502; 3.8278
2013-10-08-04; 0.9766; 4.0116
2013-10-08-05; 0.9795; 3.9668
2013-10-08-06; 0.9604; 3.8582
2013-10-08-07; 0.9418; 3.7608
2013-10-08-08; 0.9288; 3.7713
2013-10-08-09; 0.9184; 3.8205
2013-10-08-10; 0.9926; 3.7551
2013-10-08-11; 1.0316; 3.7940
2013-10-08-12; 1.0806; 3.8697
2013-10-08-13; 1.0194; 3.8120
2013-10-08-14; 0.9215; 3.8174
2013-10-08-15; 0.8009; 3.7612
2013-10-08-16; 0.7621; 3.7251
2013-10-08-17; 0.6967; 3.6499
2013-10-08-18; 0.6290; 3.7756
2013-10-08-19; 0.5927; 3.6437
2013-10-08-20; 0.5238; 3.9995
2013-10-08-21; 0.5213; 3.8825
2013-10-08-22; 0.5145; 4.0122
2013-10-08-23; 0.5106; 3.5590
2013-10-09-00; 0.6493; 3.4880
2013-10-09-01; 0.6115; 3.4783
2013-10-09-02; 0.5534; 3.4624
2013-10-09-03; 0.7189; 3.8200
2013-10-09-04; 1.0670; 4.4271
2013-10-09-05; 1.4294; 5.0260
2013-10-09-06; 1.6993; 5.1489
2013-10-09-07; 1.9079; 5.3822
2013-10-09-08; 2.1093; 5.3006
2013-10-09-09; 2.0323; 5.0232
2013-10-09-10; 1.9001; 4.9465
2013-10-09-11; 1.9779; 5.0408
2013-10-09-12; 1.9614; 5.1321
2013-10-09-13; 1.9993; 5.0440
2013-10-09-14; 2.0476; 5.3708
2013-10-09-15; 2.0616; 5.2130
2013-10-09-16; 2.3318; 5.7066
2013-10-09-17; 2.2013; 5.6102
2013-10-09-18; 2.1931; 5.6099
2013-10-09-19; 2.2318; 5.7551
2013-10-09-20; 2.2299; 5.9123
2013-10-09-21; 2.0870; 5.7700
2013-10-09-22; 2.1811; 5.6732
2013-10-09-23; 1.9856; 5.4712
2013-10-10-00; 1.9858; 5.3975
2013-10-10-01; 2.0412; 5.6788
2013-10-10-02; 2.1757; 5.8264
2013-10-10-03; 1.7536; 5.6668
2013-10-10-04; 1.9766; 5.7847
2013-10-10-05; 1.7752; 5.7340
2013-10-10-06; 1.6657; 5.6577
2013-10-10-07; 1.7879; 5.7224
2013-10-10-08; 1.6673; 5.7204
2013-10-10-09; 1.7570; 5.8966
2013-10-10-10; 1.6973; 5.9663
2013-10-10-11; 1.5158; 5.6453
2013-10-10-12; 1.5861; 6.0539
2013-10-10-13; 1.6352; 6.0809
2013-10-10-14; 1.6088; 6.0838
2013-10-10-15; 1.5033; 5.8594
2013-10-10-16; 1.4424; 5.4898
2013-10-10-17; 1.3146; 5.4215
2013-10-10-18; 1.3565; 5.5653
2013-10-10-19; 1.5203; 5.9076
2013-10-10-20; 1.3942; 6.2312
2013-10-10-21; 1.3476; 5.9092
2013-10-10-22; 1.3902; 6.0594
2013-10-10-23; 1.3926; 6.2067
2013-10-11-00; 1.2818; 5.9097
2013-10-11-01; 1.2748; 6.0412
2013-10-11-02; 1.3474; 6.3660
2013-10-11-03; 1.2061; 5.9963
2013-10-11-04; 1.2349; 6.2170
2013-10-11-05; 1.2577; 6.2184
2013-10-11-06; 1.2022; 6.2941
2013-10-11-07; 1.1762; 6.2573
2013-10-11-08; 1.2295; 6.7459
2013-10-11-09; 1.2002; 6.9518
2013-10-11-10; 1.1601; 6.7109
2013-10-11-11; 1.0828; 6.6514
2013-10-11-12; 1.1378; 6.8049
2013-10-11-13; 1.1525; 6.8458
2013-10-11-14; 1.1235; 6.8321
2013-10-11-15; 1.0278; 6.9324
2013-10-11-16; 0.9536; 6.5024
2013-10-11-17; 1.0263; 6.4864
2013-10-11-18; 1.0366; 6.3855
2013-10-11-19; 0.9718; 6.1523
2013-10-11-20; 1.0091; 6.2459
2013-10-11-21; 0.9235; 6.4522
2013-10-11-22; 0.8116; 5.8631
2013-10-11-23; 0.8270; 6.4245
2013-10-12-00; 0.8565; 6.4698
2013-10-12-01; 0.7777; 5.9934
2013-10-12-02; 0.7734; 6.2138
2013-10-12-03; 0.7736; 6.0406
2013-10-12-04; 0.7773; 6.3905
2013-10-12-05; 0.7378; 6.2403
2013-10-12-06; 0.7380; 6.3875
2013-10-12-07; 0.7763; 6.5835
2013-10-12-08; 0.7294; 6.3529
2013-10-12-09; 0.7794; 6.7321
2013-10-12-10; 0.7302; 6.8963
2013-10-12-11; 0.7122; 6.8132
2013-10-12-12; 0.6605; 6.2874
2013-10-12-13; 0.7085; 7.0962
2013-10-12-14; 0.7125; 6.8993
2013-10-12-15; 0.6827; 5.9278
2013-10-12-16; 0.6332; 5.7373
2013-10-12-17; 0.6188; 5.8118
2013-10-12-18; 0.6359; 6.6622
2013-10-12-19; 0.5891; 6.3720
2013-10-12-20; 0.5971; 6.8748
2013-10-12-21; 0.6430; 7.2991
2013-10-12-22; 0.6724; 6.7495
2013-10-12-23; 0.6533; 5.8939
2013-10-13-00; 0.6503; 5.4870
2013-10-13-01; 0.6617; 5.5886
2013-10-13-02; 0.6082; 5.4563
2013-10-13-03; 0.6526; 6.3233
2013-10-13-04; 0.5962; 5.8678
2013-10-13-05; 0.5861; 5.7130
2013-10-13-06; 0.6559; 6.1910
2013-10-13-07; 0.6185; 6.1842
2013-10-13-08; 0.5372; 5.9272
2013-10-13-09; 0.6472; 5.8844
2013-10-13-10; 0.6736; 5.9462
2013-10-13-11; 0.6397; 5.6208
2013-10-13-12; 0.6694; 5.3650
2013-10-13-13; 0.5828; 5.0163
2013-10-13-14; 0.6541; 5.1337
2013-10-13-15; 0.6510; 5.1572
2013-10-13-16; 0.5588; 4.7577
2013-10-13-17; 0.6061; 4.8043
2013-10-13-18; 0.6344; 4.7261
2013-10-13-19; 0.6153; 4.6538
2013-10-13-20; 0.5731; 4.6902
2013-10-13-21; 0.6046; 4.2731
2013-10-13-22; 0.7048; 4.3521
2013-10-13-23; 0.6863; 4.3395
2013-10-14-00; 0.6865; 4.3995
2013-10-14-01; 0.6804; 4.6955
2013-10-14-02; 0.6145; 4.5838
2013-10-14-03; 0.5856; 4.6572
2013-10-14-04; 0.5890; 4.5682
2013-10-14-05; 0.6071; 4.7813
2013-10-14-06; 0.5871; 4.3845
2013-10-14-07; 0.6066; 3.9507
2013-10-14-08; 0.7109; 4.0754
2013-10-14-09; 0.7851; 4.4558
2013-10-14-10; 0.7359; 4.6467
2013-10-14-11; 0.7656; 4.8051
2013-10-14-12; 0.7514; 4.8219
2013-10-14-13; 0.7399; 4.8529
2013-10-14-14; 0.7409; 4.7628
2013-10-14-15; 0.7903; 4.0614
2013-10-14-16; 0.8127; 4.0740
2013-10-14-17; 0.8989; 4.1393
2013-10-14-18; 0.9090; 4.2895
2013-10-14-19; 0.8896; 4.3686
2013-10-14-20; 0.8503; 4.4330
2013-10-14-21; 0.8715; 4.2894
2013-10-14-22; 0.8230; 4.5712
2013-10-14-23; 0.8282; 4.7101
2013-10-15-00; 0.8905; 4.8751
2013-10-15-01; 0.9396; 4.9826
2013-10-15-02; 0.9832; 5.0653
2013-10-15-03; 1.0929; 5.2788
2013-10-15-04; 1.2488; 5.7015
2013-10-15-05; 1.3878; 5.8583
2013-10-15-06; 1.4028; 5.7792
2013-10-15-07; 1.4040; 5.6503
2013-10-15-08; 1.4714; 5.7227
2013-10-15-09; 1.4686; 5.7851
2013-10-15-10; 1.3984; 5.7529
2013-10-15-11; 1.3571; 5.7558
2013-10-15-12; 1.1692; 5.6636
2013-10-15-13; 1.2799; 5.8283
2013-10-15-14; 1.2199; 5.9724
2013-10-15-15; 1.2150; 6.0770
2013-10-15-16; 1.1937; 6.1631
2013-10-15-17; 1.1910; 6.2343
2013-10-15-18; 1.1004; 6.3603
2013-10-15-19; 1.1581; 6.6076
2013-10-15-20; 1.2417; 6.8983
2013-10-15-21; 1.1474; 6.8689
2013-10-15-22; 1.1667; 7.0676
2013-10-15-23; 1.0481; 6.7372
2013-10-16-00; 1.1306; 6.9206
2013-10-16-01; 1.1326; 6.8418
2013-10-16-02; 1.1076; 6.9266
2013-10-16-03; 1.1853; 6.9027
2013-10-16-04; 1.2237; 6.9392
2013-10-16-05; 1.1760; 6.8481
2013-10-16-06; 1.2971; 7.1679
2013-10-16-07; 1.2330; 6.7325
2013-10-16-08; 1.2775; 6.5899
2013-10-16-09; 1.1668; 6.6466
2013-10-16-10; 1.2648; 6.6408
2013-10-16-11; 1.3950; 6.9622
2013-10-16-12; 1.2734; 6.9021
2013-10-16-13; 1.3202; 6.9344
2013-10-16-14; 1.2649; 6.7777
2013-10-16-15; 1.4120; 7.1108
2013-10-16-16; 1.3853; 7.0276
2013-10-16-17; 1.2598; 6.7353
2013-10-16-18; 1.3805; 7.0585
2013-10-16-19; 1.3123; 6.9439
2013-10-16-20; 1.2874; 7.0281
2013-10-16-21; 1.2465; 6.9865
2013-10-16-22; 1.2336; 7.1814
2013-10-16-23; 1.2430; 7.2694
2013-10-17-00; 1.1225; 6.7718
2013-10-17-01; 1.0205; 6.7068
2013-10-17-02; 1.1083; 7.0390
2013-10-17-03; 1.0125; 6.6701
2013-10-17-04; 1.1409; 6.8110
2013-10-17-05; 1.1956; 7.2266
2013-10-17-06; 1.0349; 6.6893
2013-10-17-07; 1.1437; 7.0490
2013-10-17-08; 1.1176; 6.9943
2013-10-17-09; 1.1383; 6.8779
2013-10-17-10; 1.1054; 7.0244
2013-10-17-11; 1.1725; 7.1316
2013-10-17-12; 1.1501; 7.2454
2013-10-17-13; 1.0974; 6.9154
2013-10-17-14; 1.0461; 7.0072
2013-10-17-15; 1.1192; 7.2972
2013-10-17-16; 1.1183; 7.1782
2013-10-17-17; 1.0451; 6.7685
2013-10-17-18; 1.0917; 6.8829
2013-10-17-19; 1.0590; 7.0267
2013-10-17-20; 1.0419; 7.0509
2013-10-17-21; 1.0185; 6.8526
2013-10-17-22; 0.9767; 7.0964
2013-10-17-23; 0.9404; 7.2153
2013-10-18-00; 0.9389; 7.2251
2013-10-18-01; 0.8846; 7.1834
2013-10-18-02; 0.9997; 7.6534
2013-10-18-03; 1.0014; 7.4442
2013-10-18-04; 0.8748; 7.4431
2013-10-18-05; 0.9110; 7.3922
2013-10-18-06; 0.9462; 7.6520
2013-10-18-07; 0.8931; 7.3087
2013-10-18-08; 0.9007; 7.3676
2013-10-18-09; 0.9161; 7.4365
2013-10-18-10; 0.8721; 7.5061
2013-10-18-11; 0.8691; 7.5078
2013-10-18-12; 0.7817; 6.6328
2013-10-18-13; 0.8748; 7.1077
2013-10-18-14; 0.8627; 6.8712
2013-10-18-15; 0.8692; 7.5983
2013-10-18-16; 0.8984; 7.3574
2013-10-18-17; 0.8632; 7.1663
2013-10-18-18; 0.9091; 7.1022
2013-10-18-19; 0.9404; 7.2866
2013-10-18-20; 0.7863; 7.0928
2013-10-18-21; 0.8059; 7.1442
2013-10-18-22; 0.8462; 7.5626
2013-10-18-23; 0.7727; 7.3927
2013-10-19-00; 0.8125; 7.6458
2013-10-19-01; 0.7420; 6.5343
2013-10-19-02; 0.8369; 6.6206
2013-10-19-03; 0.8482; 6.3377
2013-10-19-04; 0.8119; 6.0147
2013-10-19-05; 0.8751; 5.6306
2013-10-19-06; 0.8946; 5.3912
2013-10-19-07; 0.9269; 5.0348
2013-10-19-08; 0.9362; 4.9855
2013-10-19-09; 0.9701; 5.0037
2013-10-19-10; 0.9464; 5.1685
2013-10-19-11; 0.9974; 5.6000
2013-10-19-12; 1.0152; 5.7641
2013-10-19-13; 1.0017; 6.0577
2013-10-19-14; 1.0746; 6.2947
2013-10-19-15; 0.9631; 6.2518
2013-10-19-16; 0.9289; 5.7393
2013-10-19-17; 0.9296; 5.8617
2013-10-19-18; 0.9779; 6.2815
2013-10-19-19; 0.8839; 5.7095
2013-10-19-20; 0.9126; 5.7069
2013-10-19-21; 0.8780; 5.9460
2013-10-19-22; 0.9255; 5.6073
2013-10-19-23; 0.8296; 4.9708
2013-10-20-00; 0.8101; 4.3284
2013-10-20-01; 0.8391; 4.4747
2013-10-20-02; 0.8396; 4.2899
2013-10-20-03; 0.8694; 4.2460
2013-10-20-04; 0.9654; 4.2908
2013-10-20-05; 1.0433; 4.0799
2013-10-20-06; 1.0612; 4.1522
2013-10-20-07; 1.0570; 4.0911
2013-10-20-08; 1.0133; 4.1923
2013-10-20-09; 1.0061; 4.1502
2013-10-20-10; 1.0408; 4.1923
2013-10-20-11; 0.9246; 4.1423
2013-10-20-12; 0.8989; 4.0259
2013-10-20-13; 0.9071; 4.2131
2013-10-20-14; 0.8406; 3.9105
2013-10-20-15; 0.8343; 4.2551
2013-10-20-16; 0.7881; 4.5847
2013-10-20-17; 0.6590; 4.5006
2013-10-20-18; 0.6328; 5.0290
2013-10-20-19; 0.5809; 4.5980
2013-10-20-20; 0.6351; 4.7261
2013-10-20-21; 0.6596; 4.1839
2013-10-20-22; 0.6596; 3.9986
2013-10-20-23; 0.7702; 4.2550
2013-10-21-00; 0.8357; 4.6159
2013-10-21-01; 0.7612; 4.5480
2013-10-21-02; 0.7383; 4.7485
2013-10-21-03; 0.6786; 4.8770
2013-10-21-04; 0.6602; 5.0450
2013-10-21-05; 0.7111; 5.3006
2013-10-21-06; 0.7048; 5.2378
2013-10-21-07; 0.7137; 5.1813
2013-10-21-08; 0.6954; 5.1934
2013-10-21-09; 0.6960; 4.6749
2013-10-21-10; 0.6868; 4.6541
2013-10-21-11; 0.6924; 4.3720
2013-10-21-12; 0.7879; 4.7769
2013-10-21-13; 0.6997; 4.6571
2013-10-21-14; 0.7051; 4.6516
2013-10-21-15; 0.7229; 4.5684
2013-10-21-16; 0.7322; 4.5759
2013-10-21-17; 0.6353; 4.5405
2013-10-21-18; 0.5905; 4.4414
2013-10-21-19; 0.5854; 4.8301
2013-10-21-20; 0.5776; 4.7723
2013-10-21-21; 0.5475; 4.8487
2013-10-21-22; 0.5308; 4.9565
2013-10-21-23; 0.5268; 4.5264
2013-10-22-00; 0.5137; 4.5866
2013-10-22-01; 0.5135; 4.2650
2013-10-22-02; 0.5340; 4.0433
2013-10-22-03; 0.5566; 4.1000
2013-10-22-04; 0.5862; 4.0630
2013-10-22-05; 0.6481; 4.1086
2013-10-22-06; 0.7437; 3.9269
2013-10-22-07; 0.7859; 4.1033
2013-10-22-08; 0.8451; 4.2478
2013-10-22-09; 0.8497; 4.2366
2013-10-22-10; 0.9214; 4.2836
2013-10-22-11; 0.8638; 4.4101
2013-10-22-12; 0.9023; 4.3054
2013-10-22-13; 0.8822; 4.2544
2013-10-22-14; 1.0060; 4.2088
2013-10-22-15; 0.9835; 4.1332
2013-10-22-16; 1.0029; 4.4247
2013-10-22-17; 0.9103; 4.3508
2013-10-22-18; 0.8780; 4.4654
2013-10-22-19; 0.8170; 4.6027
2013-10-22-20; 0.7714; 4.6642
2013-10-22-21; 0.7393; 4.6275
2013-10-22-22; 0.7610; 4.1675
2013-10-22-23; 0.8173; 4.0170
2013-10-23-00; 0.6957; 4.1546
2013-10-23-01; 0.7395; 4.1537
2013-10-23-02; 0.8343; 4.1029
2013-10-23-03; 0.7933; 3.9237
2013-10-23-04; 0.8339; 4.0361
2013-10-23-05; 0.8353; 4.1623
2013-10-23-06; 0.7728; 4.1858
2013-10-23-07; 0.7465; 4.2713
2013-10-23-08; 0.7272; 4.1103
2013-10-23-09; 0.7320; 4.1338
2013-10-23-10; 0.7307; 3.8899
2013-10-23-11; 0.6987; 3.7985
2013-10-23-12; 0.6670; 3.8628
2013-10-23-13; 0.7048; 3.7788
2013-10-23-14; 0.7369; 3.7211
2013-10-23-15; 0.9784; 3.7861
2013-10-23-16; 1.2102; 4.0716
2013-10-23-17; 1.2737; 4.2879
2013-10-23-18; 1.3529; 4.3365
2013-10-23-19; 1.3617; 4.4248
2013-10-23-20; 1.1726; 4.4332
2013-10-23-21; 1.0722; 4.4157
2013-10-23-22; 1.0225; 4.4123
2013-10-23-23; 0.9347; 4.5900
2013-10-24-00; 0.9777; 4.5046
2013-10-24-01; 0.9367; 4.4370
2013-10-24-02; 1.0181; 4.5566
2013-10-24-03; 1.0239; 4.6627
2013-10-24-04; 1.1264; 4.6034
2013-10-24-05; 1.1110; 4.5376
2013-10-24-06; 1.0882; 4.3762
2013-10-24-07; 1.0586; 4.3581
2013-10-24-08; 1.1407; 4.4476
2013-10-24-09; 1.1116; 4.5393
2013-10-24-10; 1.2283; 4.5491
2013-10-24-11; 1.3031; 4.7055
2013-10-24-12; 1.3074; 4.7183
2013-10-24-13; 1.3190; 4.7050
2013-10-24-14; 1.4138; 4.7902
2013-10-24-15; 1.3553; 4.8644
2013-10-24-16; 1.2978; 4.8604
2013-10-24-17; 1.1920; 4.8261
2013-10-24-18; 1.2472; 5.0782
2013-10-24-19; 1.2006; 5.0313
2013-10-24-20; 1.1027; 4.6724
2013-10-24-21; 1.0995; 4.6484
2013-10-24-22; 1.1189; 4.5450
2013-10-24-23; 1.0343; 4.5899
2013-10-25-00; 1.0506; 4.6335
2013-10-25-01; 0.9436; 4.6362
2013-10-25-02; 1.0038; 4.8320
2013-10-25-03; 0.9157; 4.5520
2013-10-25-04; 0.8576; 4.4787
2013-10-25-05; 0.8239; 4.3559
2013-10-25-06; 0.7812; 4.4080
2013-10-25-07; 0.7519; 4.3907
2013-10-25-08; 0.7452; 4.3943
2013-10-25-09; 0.7200; 4.3726
